row_index,field,old_value,new_value,rule,reason
26395,reasoning,Normal UPDATE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26396,reasoning,Normal UPDATE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26397,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
26398,reasoning,Normal DELETE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26399,reasoning,Incomplete DELETE statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
26400,reasoning,Normal SELECT with function,,R6,Reasoning quality: Only 27 chars (need >= 30)
26401,reasoning,Normal SELECT with subquery,,R6,Reasoning quality: Only 27 chars (need >= 30)
26402,reasoning,Normal SELECT TOP from MSSQL,,R6,Reasoning quality: Only 28 chars (need >= 30)
26403,reasoning,Incomplete SELECT statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
26407,reasoning,Normal SELECT TOP with WHERE,,R6,Reasoning quality: Only 28 chars (need >= 30)
26412,reasoning,Normal SELECT with subquery,,R6,Reasoning quality: Only 27 chars (need >= 30)
26432,reasoning,Normal SELECT with IN clause,,R6,Reasoning quality: Only 28 chars (need >= 30)
26433,reasoning,Normal SELECT with NOT IN,,R6,Reasoning quality: Only 25 chars (need >= 30)
26435,reasoning,Normal SELECT with BETWEEN,,R6,Reasoning quality: Only 26 chars (need >= 30)
26469,reasoning,Incomplete SELECT statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
26470,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
26471,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
26472,reasoning,Normal SELECT DISTINCT,,R6,Reasoning quality: Only 22 chars (need >= 30)
26476,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
26484,reasoning,Normal SELECT with AND and OR,,R6,Reasoning quality: Only 29 chars (need >= 30)
26486,reasoning,Normal SELECT with ORDER BY,,R6,Reasoning quality: Only 27 chars (need >= 30)
26490,reasoning,Normal INSERT statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26491,reasoning,Normal INSERT statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26492,reasoning,Normal SELECT with IS NULL,,R6,Reasoning quality: Only 26 chars (need >= 30)
26494,reasoning,Normal UPDATE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26495,reasoning,Normal UPDATE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26496,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
26497,reasoning,Normal DELETE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26498,reasoning,Incomplete DELETE statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
26499,reasoning,Normal SELECT with function,,R6,Reasoning quality: Only 27 chars (need >= 30)
26500,reasoning,Normal SELECT with subquery,,R6,Reasoning quality: Only 27 chars (need >= 30)
26501,reasoning,Normal SELECT TOP from MSSQL,,R6,Reasoning quality: Only 28 chars (need >= 30)
26502,reasoning,Incomplete SELECT statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
26506,reasoning,Normal SELECT TOP with WHERE,,R6,Reasoning quality: Only 28 chars (need >= 30)
26511,reasoning,Normal SELECT with subquery,,R6,Reasoning quality: Only 27 chars (need >= 30)
26531,reasoning,Normal SELECT with IN clause,,R6,Reasoning quality: Only 28 chars (need >= 30)
26532,reasoning,Normal SELECT with NOT IN,,R6,Reasoning quality: Only 25 chars (need >= 30)
26534,reasoning,Normal SELECT with BETWEEN,,R6,Reasoning quality: Only 26 chars (need >= 30)
26568,reasoning,Incomplete SELECT statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
26569,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
26570,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
26571,reasoning,Normal SELECT DISTINCT,,R6,Reasoning quality: Only 22 chars (need >= 30)
26575,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
26583,reasoning,Normal SELECT with AND and OR,,R6,Reasoning quality: Only 29 chars (need >= 30)
26585,reasoning,Normal SELECT with ORDER BY,,R6,Reasoning quality: Only 27 chars (need >= 30)
26589,reasoning,Normal INSERT statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26590,reasoning,Normal INSERT statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26591,reasoning,Normal SELECT with IS NULL,,R6,Reasoning quality: Only 26 chars (need >= 30)
26593,reasoning,Normal UPDATE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26594,reasoning,Normal UPDATE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26595,reasoning,Normal DELETE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26596,reasoning,Incomplete DELETE statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
26597,reasoning,Normal SELECT with function,,R6,Reasoning quality: Only 27 chars (need >= 30)
26598,reasoning,Normal SELECT with subquery,,R6,Reasoning quality: Only 27 chars (need >= 30)
26599,reasoning,Normal SELECT TOP from MSSQL,,R6,Reasoning quality: Only 28 chars (need >= 30)
26600,reasoning,Incomplete SELECT statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
26604,reasoning,Normal SELECT TOP with WHERE,,R6,Reasoning quality: Only 28 chars (need >= 30)
26609,reasoning,Normal SELECT with subquery,,R6,Reasoning quality: Only 27 chars (need >= 30)
26629,reasoning,Normal SELECT with IN clause,,R6,Reasoning quality: Only 28 chars (need >= 30)
26630,reasoning,Normal SELECT with NOT IN,,R6,Reasoning quality: Only 25 chars (need >= 30)
26632,reasoning,Normal SELECT with BETWEEN,,R6,Reasoning quality: Only 26 chars (need >= 30)
26666,reasoning,Incomplete SELECT statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
26667,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
26668,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
26669,reasoning,Normal SELECT DISTINCT,,R6,Reasoning quality: Only 22 chars (need >= 30)
26673,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
26681,reasoning,Normal SELECT with AND and OR,,R6,Reasoning quality: Only 29 chars (need >= 30)
26683,reasoning,Normal SELECT with ORDER BY,,R6,Reasoning quality: Only 27 chars (need >= 30)
26687,reasoning,Normal INSERT statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26688,reasoning,Normal INSERT statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26689,reasoning,Normal SELECT with IS NULL,,R6,Reasoning quality: Only 26 chars (need >= 30)
26691,reasoning,Normal UPDATE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26692,reasoning,Normal UPDATE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26693,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
26694,reasoning,Normal DELETE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26695,reasoning,Incomplete DELETE statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
26696,reasoning,Normal SELECT with function,,R6,Reasoning quality: Only 27 chars (need >= 30)
26697,reasoning,Normal SELECT with subquery,,R6,Reasoning quality: Only 27 chars (need >= 30)
26698,reasoning,Normal SELECT TOP from MSSQL,,R6,Reasoning quality: Only 28 chars (need >= 30)
26699,reasoning,Incomplete SELECT statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
26703,reasoning,Normal SELECT TOP with WHERE,,R6,Reasoning quality: Only 28 chars (need >= 30)
26708,reasoning,Normal SELECT with subquery,,R6,Reasoning quality: Only 27 chars (need >= 30)
26728,reasoning,Normal SELECT with IN clause,,R6,Reasoning quality: Only 28 chars (need >= 30)
26729,reasoning,Normal SELECT with NOT IN,,R6,Reasoning quality: Only 25 chars (need >= 30)
26731,reasoning,Normal SELECT with BETWEEN,,R6,Reasoning quality: Only 26 chars (need >= 30)
26765,reasoning,Incomplete SELECT statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
26766,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
26767,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
26768,reasoning,Normal SELECT DISTINCT,,R6,Reasoning quality: Only 22 chars (need >= 30)
26772,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
26780,reasoning,Normal SELECT with AND and OR,,R6,Reasoning quality: Only 29 chars (need >= 30)
26782,reasoning,Normal SELECT with ORDER BY,,R6,Reasoning quality: Only 27 chars (need >= 30)
26786,reasoning,Normal INSERT statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26787,reasoning,Normal INSERT statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26788,reasoning,Normal SELECT with IS NULL,,R6,Reasoning quality: Only 26 chars (need >= 30)
26790,reasoning,Normal UPDATE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26791,reasoning,Normal UPDATE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26792,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
26793,reasoning,Normal DELETE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26794,reasoning,Incomplete DELETE statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
26795,reasoning,Normal SELECT with function,,R6,Reasoning quality: Only 27 chars (need >= 30)
26796,reasoning,Normal SELECT with subquery,,R6,Reasoning quality: Only 27 chars (need >= 30)
26797,reasoning,Normal SELECT TOP from MSSQL,,R6,Reasoning quality: Only 28 chars (need >= 30)
26798,reasoning,Incomplete SELECT statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
26802,reasoning,Normal SELECT TOP with WHERE,,R6,Reasoning quality: Only 28 chars (need >= 30)
26807,reasoning,Normal SELECT with subquery,,R6,Reasoning quality: Only 27 chars (need >= 30)
26827,reasoning,Normal SELECT with IN clause,,R6,Reasoning quality: Only 28 chars (need >= 30)
26828,reasoning,Normal SELECT with NOT IN,,R6,Reasoning quality: Only 25 chars (need >= 30)
26830,reasoning,Normal SELECT with BETWEEN,,R6,Reasoning quality: Only 26 chars (need >= 30)
26864,reasoning,Incomplete SELECT statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
26865,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
26866,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
26867,reasoning,Normal SELECT DISTINCT,,R6,Reasoning quality: Only 22 chars (need >= 30)
26878,reasoning,Normal SELECT with AND and OR,,R6,Reasoning quality: Only 29 chars (need >= 30)
26880,reasoning,Normal SELECT with ORDER BY,,R6,Reasoning quality: Only 27 chars (need >= 30)
26884,reasoning,Normal INSERT statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26885,reasoning,Normal INSERT statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26886,reasoning,Normal SELECT with IS NULL,,R6,Reasoning quality: Only 26 chars (need >= 30)
26888,reasoning,Normal UPDATE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26889,reasoning,Normal UPDATE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26890,reasoning,Normal DELETE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26891,reasoning,Incomplete DELETE statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
26892,reasoning,Normal SELECT with function,,R6,Reasoning quality: Only 27 chars (need >= 30)
26893,reasoning,Normal SELECT with subquery,,R6,Reasoning quality: Only 27 chars (need >= 30)
26894,reasoning,Normal SELECT TOP from MSSQL,,R6,Reasoning quality: Only 28 chars (need >= 30)
26895,reasoning,Incomplete SELECT statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
26904,reasoning,Normal SELECT subquery,,R6,Reasoning quality: Only 22 chars (need >= 30)
26945,reasoning,Normal SELECT function call,,R6,Reasoning quality: Only 27 chars (need >= 30)
26949,reasoning,Normal SELECT function call,,R6,Reasoning quality: Only 27 chars (need >= 30)
26962,reasoning,Normal SELECT all rows,,R6,Reasoning quality: Only 22 chars (need >= 30)
26964,reasoning,Normal SELECT DISTINCT query,,R6,Reasoning quality: Only 28 chars (need >= 30)
26965,reasoning,Normal SELECT COUNT DISTINCT,,R6,Reasoning quality: Only 28 chars (need >= 30)
26966,reasoning,Normal SELECT COUNT aggregate,,R6,Reasoning quality: Only 29 chars (need >= 30)
26968,reasoning,Normal SELECT all rows,,R6,Reasoning quality: Only 22 chars (need >= 30)
26978,reasoning,Normal SELECT with ORDER BY,,R6,Reasoning quality: Only 27 chars (need >= 30)
26982,reasoning,Normal INSERT statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26983,reasoning,Normal INSERT statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26984,reasoning,Normal SELECT with IS NULL,,R6,Reasoning quality: Only 26 chars (need >= 30)
26986,reasoning,Normal UPDATE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26987,reasoning,Normal UPDATE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26988,reasoning,Normal DELETE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26989,reasoning,Normal DELETE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26991,reasoning,Normal SELECT subquery,,R6,Reasoning quality: Only 22 chars (need >= 30)
26992,reasoning,Normal SELECT TOP query,,R6,Reasoning quality: Only 23 chars (need >= 30)
26995,reasoning,Normal SELECT TOP PERCENT,,R6,Reasoning quality: Only 25 chars (need >= 30)
26997,reasoning,Normal SELECT TOP with WHERE,,R6,Reasoning quality: Only 28 chars (need >= 30)
26998,reasoning,Normal SELECT with LIMIT,,R6,Reasoning quality: Only 24 chars (need >= 30)
27000,reasoning,Normal SELECT MIN aggregate,,R6,Reasoning quality: Only 27 chars (need >= 30)
27001,reasoning,Normal SELECT MIN aggregate,,R6,Reasoning quality: Only 27 chars (need >= 30)
27002,reasoning,Normal SELECT subquery,,R6,Reasoning quality: Only 22 chars (need >= 30)
27008,reasoning,Normal SELECT TOP with WHERE,,R6,Reasoning quality: Only 28 chars (need >= 30)
27009,reasoning,Normal SELECT with LIMIT,,R6,Reasoning quality: Only 24 chars (need >= 30)
27011,reasoning,Normal SELECT AVG aggregate,,R6,Reasoning quality: Only 27 chars (need >= 30)
27012,reasoning,Normal SELECT with NOT LIKE,,R6,Reasoning quality: Only 27 chars (need >= 30)
27013,reasoning,Normal SELECT AVG aggregate,,R6,Reasoning quality: Only 27 chars (need >= 30)
27014,reasoning,Normal SELECT AVG aggregate,,R6,Reasoning quality: Only 27 chars (need >= 30)
27015,reasoning,Normal SELECT AVG aggregate,,R6,Reasoning quality: Only 27 chars (need >= 30)
27016,reasoning,Normal SELECT COUNT aggregate,,R6,Reasoning quality: Only 29 chars (need >= 30)
27017,reasoning,Normal SELECT COUNT aggregate,,R6,Reasoning quality: Only 29 chars (need >= 30)
27018,reasoning,Normal SELECT AVG aggregate,,R6,Reasoning quality: Only 27 chars (need >= 30)
27019,reasoning,Normal SELECT with NOT LIKE,,R6,Reasoning quality: Only 27 chars (need >= 30)
27020,reasoning,Normal SELECT with LIKE,,R6,Reasoning quality: Only 23 chars (need >= 30)
27021,reasoning,Normal SELECT with NOT LIKE,,R6,Reasoning quality: Only 27 chars (need >= 30)
27022,reasoning,Normal SELECT with IN clause,,R6,Reasoning quality: Only 28 chars (need >= 30)
27024,reasoning,Normal SELECT with subquery,,R6,Reasoning quality: Only 27 chars (need >= 30)
27025,reasoning,Normal SELECT with BETWEEN,,R6,Reasoning quality: Only 26 chars (need >= 30)
27027,reasoning,Normal SELECT with BETWEEN,,R6,Reasoning quality: Only 26 chars (need >= 30)
27028,reasoning,Normal SELECT with BETWEEN,,R6,Reasoning quality: Only 26 chars (need >= 30)
27030,reasoning,Normal SELECT with BETWEEN,,R6,Reasoning quality: Only 26 chars (need >= 30)
27032,reasoning,Normal SELECT AVG aggregate,,R6,Reasoning quality: Only 27 chars (need >= 30)
27033,reasoning,Normal SELECT COUNT aggregate,,R6,Reasoning quality: Only 29 chars (need >= 30)
27034,reasoning,Normal SELECT COUNT aggregate,,R6,Reasoning quality: Only 29 chars (need >= 30)
27035,reasoning,Normal SELECT AVG aggregate,,R6,Reasoning quality: Only 27 chars (need >= 30)
27037,reasoning,Normal SELECT with alias,,R6,Reasoning quality: Only 24 chars (need >= 30)
27038,reasoning,Normal SELECT with alias,,R6,Reasoning quality: Only 24 chars (need >= 30)
27039,reasoning,Normal SELECT with alias,,R6,Reasoning quality: Only 24 chars (need >= 30)
27041,reasoning,Normal SELECT function call,,R6,Reasoning quality: Only 27 chars (need >= 30)
27043,reasoning,Normal SELECT function call,,R6,Reasoning quality: Only 27 chars (need >= 30)
27044,reasoning,Normal SELECT with LEFT JOIN,,R6,Reasoning quality: Only 28 chars (need >= 30)
27046,reasoning,Normal SELECT with RIGHT JOIN,,R6,Reasoning quality: Only 29 chars (need >= 30)
27047,reasoning,Normal SELECT function call,,R6,Reasoning quality: Only 27 chars (need >= 30)
27051,reasoning,Normal SELECT function call,,R6,Reasoning quality: Only 27 chars (need >= 30)
27053,reasoning,Normal SELECT with UNION,,R6,Reasoning quality: Only 24 chars (need >= 30)
27054,reasoning,Normal SELECT with UNION ALL,,R6,Reasoning quality: Only 28 chars (need >= 30)
27055,reasoning,Normal SELECT with UNION,,R6,Reasoning quality: Only 24 chars (need >= 30)
27060,reasoning,Normal SELECT all rows,,R6,Reasoning quality: Only 22 chars (need >= 30)
27062,reasoning,Normal SELECT DISTINCT,,R6,Reasoning quality: Only 22 chars (need >= 30)
27063,reasoning,Normal SELECT COUNT DISTINCT,,R6,Reasoning quality: Only 28 chars (need >= 30)
27064,reasoning,Normal SELECT COUNT,,R6,Reasoning quality: Only 19 chars (need >= 30)
27066,reasoning,Normal SELECT all rows,,R6,Reasoning quality: Only 22 chars (need >= 30)
27076,reasoning,Normal SELECT with ORDER BY,,R6,Reasoning quality: Only 27 chars (need >= 30)
27080,reasoning,Normal INSERT statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
