template,label,original_count,kept,removed
"select A, union, A from A where A is null",0,1,1,0
"select A, us, A from A where A is null",0,1,1,0
"-N ) where N = N union all select N,N,N,N,N,N,N,N,N,N--",1,1,1,0
"select A,A from A where A = 'STR' union select A, A from certainly",0,1,1,0
"select A,A from A where A = 'STR' union select A, A from disappear",0,1,1,0
"select A,A from A where A = 'STR' union select A, A from underline",0,1,1,0
"select A,A from A where A = 'STR' union select A, essential from A",0,1,1,0
"select A,A from A where A = 'STR' union select A, everybody from is",0,1,1,0
"select A,A from A where A = 'STR' union select A, fireplace from A",0,1,1,0
"-N ) where N = N union all select N,N,N,N,N,N,N,N,N--",1,1,1,0
"select A,A from A where A = 'STR' union select A, particles from A",0,1,1,0
"select A,A from A where A = 'STR' union select concerned, A from A",0,1,1,0
"select A,A from A where A = 'STR' union select consonant, A from A",0,1,1,0
"select A,A from A where A = 'STR' union select create, A from except",0,1,1,0
"select A,A from A where A = 'STR' union select exclaimed, A from A",0,1,1,0
"select A,A from A where A = 'STR' union select including, A from A",0,1,1,0
"select A,A from A where A = 'STR' union select mathematics, A from A",0,1,1,0
"select A,A from A where A = 'STR' union select naturally, A from A",0,1,1,0
"select A,A from A where A = 'STR' union select vegetable, A from A",0,1,1,0
"select A,A from A where apartment = 'STR' union select A, A from A",0,1,1,0
"select A,A from A where atmosphere = 'STR' union select A, A from A",0,1,1,0
"select A,A from A where be = 'STR' union select A, A from A",0,1,1,0
"select A,A from A where difference = 'STR' union select A, A from A",0,1,1,0
"select A,A from A where disappear = 'STR' union select A, A from A",0,1,1,0
"select A,A from A where naturally = 'STR' union select A, A from paragraph",0,1,1,0
"select A,A from A where paragraph = 'STR' union select A, A from A",0,1,1,0
"select A,A from A where sleep = 'STR' union select A, A from grandfather",0,1,1,0
"select A,A from different where A = 'STR' union select A, A from A",0,1,1,0
"select A,A from everybody where A = 'STR' union select A, A from A",0,1,1,0
"select A,A from explanation where character = 'STR' union select telephone, A fr",0,1,1,0
"select A,A from furniture where A = 'STR' union select A, A from A",0,1,1,0
"select A,A from government where A = 'STR' union select A, A from A",0,1,1,0
"select A,A from independent where A = 'STR' union select A, A from A",0,1,1,0
"select A,A from manufacturing where A = 'STR' union select fireplace, A from A",0,1,1,0
"select A,A from political where A = 'STR' union select A, A from A",0,1,1,0
"-N ) where N = N union all select N,N,N,N,N,N,N,N--",1,1,1,0
"select A,A,A from A left join A on A.A = A.A order by A.composition",0,1,1,0
"select A,A,A from A left join A on A.A = A.A order by A.into",0,1,1,0
"select A,A,A from A left join A on A.A = A.A order by A.upper",0,1,1,0
"select A,A,A from A left join A on A.A = A.A order by A.yesterday",0,1,1,0
"select A,A,A from A left join A on A.A = A.A order by community.A",0,1,1,0
"select A,A,A from A left join A on A.A = A.A order by everywhere.A",0,1,1,0
"select A,A,A from A left join A on A.A = A.A order by experience.A",0,1,1,0
"select A,A,A from A left join A on A.A = A.A order by scientist.A",0,1,1,0
"select A,A,A from A left join A on A.A = A.A order by television.A",0,1,1,0
"select A,A,A from A left join A on A.A = A.A order by underline.A",0,1,1,0
"select A,A,A from A left join A on A.A = A.A order by when.A",0,1,1,0
"select A,A,A from A left join A on A.A = A.beginning order by A.A",0,1,1,0
"select A,A,A from A left join A on A.A = A.difficult order by A.A",0,1,1,0
"select A,A,A from A left join A on A.A = A.sleep order by A.A",0,1,1,0
"select A,A,A from A left join A on A.A = A.transportation order by A.A",0,1,1,0
"select A,A,A from A left join A on A.A = adjective.A order by A.A",0,1,1,0
"select A,A,A from A left join A on A.A = continent.A order by A.temperature",0,1,1,0
"select A,A,A from A left join A on A.A = in.A order by A.A",0,1,1,0
"select A,A,A from A left join A on A.A = outer.A order by A.A",0,1,1,0
"select A,A,A from A left join A on A.A = perfectly.A order by A.A",0,1,1,0
"select A,A,A from A left join A on A.A = to.A order by A.A",0,1,1,0
"select A,A,A from A left join A on A.additionalid = A.A order by A.A",0,1,1,0
"select A,A,A from A left join A on A.becauseid = A.A order by A.A",0,1,1,0
"select A,A,A from A left join A on A.bicycleid = A.A order by A.A",0,1,1,0
"select A,A,A from A left join A on A.environmentid = A.A order by A.A",0,1,1,0
"select A,A,A from A left join A on A.establishid = A.A order by A.A",0,1,1,0
"select A,A,A from A left join A on A.experienceid = cast.A order by A.A",0,1,1,0
"select A,A,A from A left join A on A.finallyid = A.A order by A.A",0,1,1,0
"select A,A,A from A left join A on A.forgottenid = A.attention order by A.A",0,1,1,0
"select A,A,A from A left join A on A.generalid = A.A order by A.A",0,1,1,0
"select A,A,A from A left join A on A.marriedid = A.A order by A.recognize",0,1,1,0
"select A,A,A from A left join A on A.nationalid = A.eventually order by A.A",0,1,1,0
"select A,A,A from A left join A on A.particularlyid = A.A order by A.A",0,1,1,0
"select A,A,A from A left join A on A.silenceid = everything.A order by A.A",0,1,1,0
"select A,A,A from A left join A on A.somehowid = A.A order by A.create",0,1,1,0
"select A,A,A from A left join A on A.studiedid = A.A order by exclaimed.A",0,1,1,0
"select A,A,A from A left join A on A.suggestid = A.A order by A.A",0,1,1,0
"select A,A,A from A left join A on appropriate.greatestid = A.A order by A.A",0,1,1,0
"select A,A,A from A left join A on dangerous.A = A.A order by us.A",0,1,1,0
"select A,A,A from A left join A on having.A = A.generally order by A.A",0,1,1,0
"select A,A,A from A left join A on impossible.explanationid = A.A order by join.",0,1,1,0
"select A,A,A from A left join A on represent.A = A.A order by A.A",0,1,1,0
"select A,A,A from A left join A on so.betweenid = A.A order by A.A",0,1,1,0
"select A,A,A from A left join A on substance.A = A.A order by A.A",0,1,1,0
"select A,A,A from A left join A on successful.progressid = A.A order by A.A",0,1,1,0
"select A,A,A from A left join A on yesterday.A = A.A order by A.A",0,1,1,0
"select A,A,A from difficult left join A on A.arrangeid = A.A order by A.A",0,1,1,0
"select A,A,A from he left join A on A.familiarid = A.A order by A.A",0,1,1,0
"select A,A,A from independent left join A on A.A = A.A order by A.A",0,1,1,0
"select A,A,A from into left join A on A.A = A.view order by A.discussion",0,1,1,0
"select A,A,A from left left join A on A.A = A.A order by A.A",0,1,1,0
"select A,A,A from left left join A on A.elephantid = A.A order by A.A",0,1,1,0
"select A,A,A from order left join A on immediately.religiousid = paragraph.A ord",0,1,1,0
"select A,A,A from sleep left join A on A.A = A.A order by A.A",0,1,1,0
"-N ) where N = N union all select N,N,N,N,N,N,N--",1,1,1,0
"select A,A,A,A,A ( ( A join A on A.A = A.A ) inner join A A.A = A.ancientid )",0,1,1,0
"select A,A,A,A,A ( ( A join A on A.A = A.A ) inner join A A.A = A.preventid )",0,1,1,0
"select A,A,A,A,A ( ( A join A on A.A = A.A ) inner join A A.A = A.probablyid )",0,1,1,0
"select A,A,A,A,A ( ( A join A on A.A = A.A ) inner join A A.A = A.whistleid )",0,1,1,0
"select A,A,A,A,A ( ( A join A on A.A = A.A ) inner join A A.community = A.A )",0,1,1,0
"select A,A,A,A,A ( ( A join A on A.A = A.A ) inner join A A.go = mysterious.cons",0,1,1,0
"select A,A,A,A,A ( ( A join A on A.A = A.A ) inner join A A.perfectly = satisfie",0,1,1,0
"select A,A,A,A,A ( ( A join A on A.A = A.A ) inner join A A.so = A.A )",0,1,1,0
"select A,A,A,A,A ( ( A join A on A.A = A.A ) inner join A A.table = A.A )",0,1,1,0
"select A,A,A,A,A ( ( A join A on A.A = A.A ) inner join adjectiveon A.A = A.aver",0,1,1,0
"select A,A,A,A,A ( ( A join A on A.A = A.A ) inner join broughton A.A = A.A )",0,1,1,0
"select A,A,A,A,A ( ( A join A on A.A = A.A ) inner join disappearon A.A = A.purp",0,1,1,0
"select A,A,A,A,A ( ( A join A on A.A = A.A ) inner join mountainon A.somewhere =",0,1,1,0
"select A,A,A,A,A ( ( A join A on A.A = A.A ) inner join somethingon A.A = A.deve",0,1,1,0
"select A,A,A,A,A ( ( A join A on A.A = A.A ) inner join stomachon A.A = A.A )",0,1,1,0
"select A,A,A,A,A ( ( A join A on A.A = A.appropriate ) inner join A A.A = A.gran",0,1,1,0
"select A,A,A,A,A ( ( A join A on A.A = A.characteristic ) inner join A A.ourselv",0,1,1,0
"select A,A,A,A,A ( ( A join A on A.A = A.difficult ) inner join A A.A = A.certai",0,1,1,0
"select A,A,A,A,A ( ( A join A on A.A = community.A ) inner join planningon A.A =",0,1,1,0
"select A,A,A,A,A ( ( A join A on A.A = difference.A ) inner join A A.A = structu",0,1,1,0
"select A,A,A,A,A ( ( A join A on A.A = not.A ) inner join A A.A = A.wrappedid )",0,1,1,0
"select A,A,A,A,A ( ( A join A on A.A = president.A ) inner join A A.A = A.A )",0,1,1,0
"select A,A,A,A,A ( ( A join A on A.A = repeat.A ) inner join A A.A = A.A )",0,1,1,0
"select A,A,A,A,A ( ( A join A on A.A = transportation.A ) inner join A A.A = A.A",0,1,1,0
"select A,A,A,A,A ( ( A join A on A.if = A.A ) inner join environmenton A.A = A.A",0,1,1,0
"select A,A,A,A,A ( ( A join A on A.immediately = A.A ) inner join citizenon A.A ",0,1,1,0
"select A,A,A,A,A ( ( A join A on completely.A = A.A ) inner join A A.create = A.",0,1,1,0
"select A,A,A,A,A ( ( A join A on definition.A = A.A ) inner join A A.A = A.A )",0,1,1,0
"select A,A,A,A,A ( ( A join A on important.A = A.A ) inner join A A.A = A.A )",0,1,1,0
"select A,A,A,A,A ( ( A join A on order.A = correctly.A ) inner join droppedon A.",0,1,1,0
"select A,A,A,A,A ( ( A join A on statement.up = do.A ) inner join A A.A = contin",0,1,1,0
"select A,A,A,A,A ( ( A join A on union.A = A.A ) inner join A A.A = A.morningid ",0,1,1,0
"select A,A,A,A,A ( ( A join afternoon on perfectly.A = A.A ) inner join A A.A = ",0,1,1,0
"select A,A,A,A,A ( ( A join count on A.A = A.A ) inner join A A.A = A.A )",0,1,1,0
"select A,A,A,A,A ( ( A join experience on A.A = A.A ) inner join A A.A = A.forwa",0,1,1,0
"select A,A,A,A,A ( ( A join sleep on A.am = A.A ) inner join A A.A = A.A )",0,1,1,0
"select A,A,A,A,A ( ( arrangement join A on A.A = A.A ) inner join A A.A = A.morn",0,1,1,0
"select A,A,A,A,A ( ( not join A on A.A = A.establish ) inner join A A.A = A.A )",0,1,1,0
"select A,A,A,A,A ( ( or join A on A.A = am.A ) inner join favoriteon A.is = A.A ",0,1,1,0
"select A,A,A,A,A ( ( surrounded join A on A.A = A.A ) inner join A A.A = arrange",0,1,1,0
"select A,A,A,A,automobile ( ( A join A on A.A = A.A ) inner join A A.A = A.A )",0,1,1,0
"select A,A,A,A,condition ( ( excellent join A on A.A = attention.A ) inner join ",0,1,1,0
"select A,A,A,A,connected ( ( A join A on A.gradually = A.A ) inner join A A.A = ",0,1,1,0
"select A,A,A,A,conversation ( ( A join beginning on A.A = A.A ) inner join A A.A",0,1,1,0
"select A,A,A,A,field ( ( A join A on A.A = A.A ) inner join A A.A = A.A )",0,1,1,0
"select A,A,A,A,field ( ( automobile join A on A.A = A.A ) inner join A A.A = A.A",0,1,1,0
"select A,A,A,A,grandmother ( ( A join A on A.A = A.A ) inner join organizationon",0,1,1,0
"select A,A,A,A,like ( ( A join he on A.A = A.A ) inner join A A.A = A.A )",0,1,1,0
"select A,A,A,A,opportunity ( ( A join A on A.A = A.A ) inner join A A.A = A.A )",0,1,1,0
"select A,A,A,A,where ( ( A join atmosphere on A.correctly = A.A ) inner join A A",0,1,1,0
"select A,A,A,discovery,A ( ( A join A on A.A = A.temperature ) inner join A A.A ",0,1,1,0
"select A,A,A,exclaimed,A ( ( A join A on A.A = A.A ) inner join A A.A = underlin",0,1,1,0
"select A,A,A,including,A ( ( A join A on A.not = A.A ) inner join policemanon A.",0,1,1,0
"select A,A,A,information,A ( ( definition join A on A.A = A.vegetable ) inner jo",0,1,1,0
"select A,A,A,manufacturing,A ( ( he join A on A.no = community.A ) inner join st",0,1,1,0
"select A,A,A,mathematics,A ( ( A join A on A.A = A.A ) inner join A A.all = A.an",0,1,1,0
"select A,A,A,necessary,when ( ( statement join A on A.A = A.A ) inner join A A.A",0,1,1,0
"select A,A,A,opportunity,difficulty ( ( A join in on A.A = A.A ) inner join A A.",0,1,1,0
"select A,A,A,policeman,A ( ( A join A on eventually.A = A.A ) inner join willing",0,1,1,0
"select A,A,A,population,A ( ( A join A on A.A = A.A ) inner join indicateon A.A ",0,1,1,0
"select A,A,A,principal,A ( ( A join A on A.A = A.us ) inner join A A.A = A.worri",0,1,1,0
"select A,A,A,repeat,A ( ( A join A on A.A = A.relationship ) inner join A A.inst",0,1,1,0
"select A,A,A,temperature,A ( ( A join A on occasionally.A = A.A ) inner join opp",0,1,1,0
"select A,A,A,temperature,A ( ( A join where on opportunity.A = A.A ) inner join ",0,1,1,0
"select A,A,A,to,A ( ( A join A on A.A = themselves.A ) inner join ourselveson A.",0,1,1,0
"select A,A,adjective from A left join A on A.kitchenid = A.A order by A.A",0,1,1,0
"select A,A,available,A,A ( ( A join A on A.on = A.A ) inner join influenceon A.A",0,1,1,0
"select A,A,available,A,A ( ( A join composition on A.scientific = A.A ) inner jo",0,1,1,0
"select A,A,be,A,A ( ( A join A on A.A = A.A ) inner join A A.A = union.A )",0,1,1,0
"select A,A,conversation from A left join A on A.A = A.A order by A.A",0,1,1,0
"select A,A,eventually from A left join A on A.A = A.A order by A.A",0,1,1,0
"select A,A,eventually from A left join A on create.A = A.A order by A.A",0,1,1,0
"select A,A,eventually,A,A ( ( A join grandmother on satisfied.A = A.eventually )",0,1,1,0
"select A,A,excellent,A,A ( ( A join A on character.count = A.A ) inner join clot",0,1,1,0
"select A,A,frequently,A,vegetable ( ( A join A on A.religious = A.A ) inner join",0,1,1,0
"select A,A,he,A,A ( ( A join us on A.A = A.A ) inner join A A.A = A.A )",0,1,1,0
"select A,A,individual,A,A ( ( continent join A on A.A = A.A ) inner join acciden",0,1,1,0
"select A,A,is from A left join A on A.A = A.A order by A.A",0,1,1,0
"select A,A,it from A left join A on A.A = A.characteristic order by A.A",0,1,1,0
"select A,A,order,A,A ( ( A join A on A.A = A.A ) inner join shoulderon A.A = A.A",0,1,1,0
